file_id,file_path,detection_id,detection_start_s,detection_end_s,presence_label,species_name,detection_probability,recorder_id,date_time,processed_at,segment_idx,embedding_file,audio_file,utm_x,utm_y,station_name,Elevation,habitat_type,location_situation
CCMNP-S-R10_20250504_105002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_105002.wav,CCMNP-S-R10_20250504_105002:50.000-58.000,50.0,58.0,present,1,0.9013714790344238,CCMNP-S-R10,20250504_105002,2025-08-15T16:21:47,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_105002.wav,,,,,,
CCMNP-S-R10_20250504_105102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_105102.wav,CCMNP-S-R10_20250504_105102:0.000-10.000,0.0,10.0,present,1,0.8950021266937256,CCMNP-S-R10,20250504_105102,2025-08-15T16:21:47,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_105102.wav,,,,,,
CCMNP-S-R10_20250504_105202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_105202.wav,CCMNP-S-R10_20250504_105202:50.000-58.000,50.0,58.0,present,1,0.987788736820221,CCMNP-S-R10,20250504_105202,2025-08-15T16:21:49,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_105202.wav,,,,,,
CCMNP-S-R10_20250504_105502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_105502.wav,CCMNP-S-R10_20250504_105502:0.000-10.000,0.0,10.0,present,1,0.7166270017623901,CCMNP-S-R10,20250504_105502,2025-08-15T16:21:52,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_105502.wav,,,,,,
CCMNP-S-R10_20250504_110502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_110502.wav,CCMNP-S-R10_20250504_110502:50.000-58.000,50.0,58.0,present,1,0.7010461091995239,CCMNP-S-R10,20250504_110502,2025-08-15T16:22:49,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_110502.wav,,,,,,
CCMNP-S-R10_20250504_110902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_110902.wav,CCMNP-S-R10_20250504_110902:30.000-40.000,30.0,40.0,present,1,0.8077385425567627,CCMNP-S-R10,20250504_110902,2025-08-15T16:22:52,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_110902.wav,,,,,,
CCMNP-S-R10_20250504_112302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_112302.wav,CCMNP-S-R10_20250504_112302:50.000-58.000,50.0,58.0,present,1,0.7162978649139404,CCMNP-S-R10,20250504_112302,2025-08-15T16:25:59,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_112302.wav,,,,,,
CCMNP-S-R10_20250504_113802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_113802.wav,CCMNP-S-R10_20250504_113802:20.000-30.000,20.0,30.0,present,1,0.6381362676620483,CCMNP-S-R10,20250504_113802,2025-08-15T16:26:52,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_113802.wav,,,,,,
CCMNP-S-R10_20250504_115902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_115902.wav,CCMNP-S-R10_20250504_115902:0.000-10.000,0.0,10.0,present,1,0.6495538949966431,CCMNP-S-R10,20250504_115902,2025-08-15T16:28:06,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_115902.wav,,,,,,
CCMNP-S-R10_20250504_120202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_120202.wav,CCMNP-S-R10_20250504_120202:50.000-58.000,50.0,58.0,present,1,0.932032346725464,CCMNP-S-R10,20250504_120202,2025-08-15T16:28:08,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_120202.wav,,,,,,
CCMNP-S-R10_20250504_120302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R10_20250504_120302.wav,CCMNP-S-R10_20250504_120302:50.000-58.000,50.0,58.0,present,1,0.7518174052238464,CCMNP-S-R10,20250504_120302,2025-08-15T16:28:23,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R10_20250504_120302.wav,,,,,,
CCMNP-S-R12_20250502_075908,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_075908.wav,CCMNP-S-R12_20250502_075908:10.000-14.410,10.0,14.41,present,1,0.7383700013160706,CCMNP-S-R12,20250502_075908,2025-08-15T16:35:43,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_075908.wav,,,,,,
CCMNP-S-R12_20250502_092702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_092702.wav,CCMNP-S-R12_20250502_092702:0.000-10.000,0.0,10.0,present,1,0.9151907563209534,CCMNP-S-R12,20250502_092702,2025-08-15T16:38:48,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_092702.wav,,,,,,
CCMNP-S-R12_20250502_093302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_093302.wav,CCMNP-S-R12_20250502_093302:40.000-50.000,40.0,50.0,present,1,0.9017900824546814,CCMNP-S-R12,20250502_093302,2025-08-15T16:38:51,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_093302.wav,,,,,,
CCMNP-S-R12_20250502_101202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101202.wav,CCMNP-S-R12_20250502_101202:20.000-30.000,20.0,30.0,present,1,0.7448997497558594,CCMNP-S-R12,20250502_101202,2025-08-15T16:42:28,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101202.wav,,,,,,
CCMNP-S-R12_20250502_101202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101202.wav,CCMNP-S-R12_20250502_101202:50.000-58.000,50.0,58.0,present,1,0.8298394680023193,CCMNP-S-R12,20250502_101202,2025-08-15T16:42:28,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101202.wav,,,,,,
CCMNP-S-R12_20250502_101302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101302.wav,CCMNP-S-R12_20250502_101302:0.000-10.000,0.0,10.0,present,1,0.9715393781661988,CCMNP-S-R12,20250502_101302,2025-08-15T16:42:33,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101302.wav,,,,,,
CCMNP-S-R12_20250502_101302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101302.wav,CCMNP-S-R12_20250502_101302:10.000-20.000,10.0,20.0,present,1,0.8253940939903259,CCMNP-S-R12,20250502_101302,2025-08-15T16:42:33,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101302.wav,,,,,,
CCMNP-S-R12_20250502_101402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101402.wav,CCMNP-S-R12_20250502_101402:30.000-40.000,30.0,40.0,present,1,0.97948956489563,CCMNP-S-R12,20250502_101402,2025-08-15T16:42:35,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101402.wav,,,,,,
CCMNP-S-R12_20250502_101402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101402.wav,CCMNP-S-R12_20250502_101402:40.000-50.000,40.0,50.0,present,1,0.6284735202789307,CCMNP-S-R12,20250502_101402,2025-08-15T16:42:35,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101402.wav,,,,,,
CCMNP-S-R12_20250502_101502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101502.wav,CCMNP-S-R12_20250502_101502:30.000-40.000,30.0,40.0,present,1,0.6362441778182983,CCMNP-S-R12,20250502_101502,2025-08-15T16:42:41,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101502.wav,,,,,,
CCMNP-S-R12_20250502_101502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101502.wav,CCMNP-S-R12_20250502_101502:40.000-50.000,40.0,50.0,present,1,0.9804866909980774,CCMNP-S-R12,20250502_101502,2025-08-15T16:42:41,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101502.wav,,,,,,
CCMNP-S-R12_20250502_101502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101502.wav,CCMNP-S-R12_20250502_101502:50.000-58.000,50.0,58.0,present,1,0.9944973587989808,CCMNP-S-R12,20250502_101502,2025-08-15T16:42:41,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101502.wav,,,,,,
CCMNP-S-R12_20250502_101702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101702.wav,CCMNP-S-R12_20250502_101702:0.000-10.000,0.0,10.0,present,1,0.9941733479499816,CCMNP-S-R12,20250502_101702,2025-08-15T16:43:51,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101702.wav,,,,,,
CCMNP-S-R12_20250502_101702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101702.wav,CCMNP-S-R12_20250502_101702:10.000-20.000,10.0,20.0,present,1,0.8936271071434021,CCMNP-S-R12,20250502_101702,2025-08-15T16:43:51,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101702.wav,,,,,,
CCMNP-S-R12_20250502_101802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101802.wav,CCMNP-S-R12_20250502_101802:50.000-58.000,50.0,58.0,present,1,0.8013567924499512,CCMNP-S-R12,20250502_101802,2025-08-15T16:43:51,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101802.wav,,,,,,
CCMNP-S-R12_20250502_101902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101902.wav,CCMNP-S-R12_20250502_101902:0.000-10.000,0.0,10.0,present,1,0.9936403632164,CCMNP-S-R12,20250502_101902,2025-08-15T16:43:52,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101902.wav,,,,,,
CCMNP-S-R12_20250502_101902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_101902.wav,CCMNP-S-R12_20250502_101902:50.000-58.000,50.0,58.0,present,1,0.907931387424469,CCMNP-S-R12,20250502_101902,2025-08-15T16:43:52,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_101902.wav,,,,,,
CCMNP-S-R12_20250502_102002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102002.wav,CCMNP-S-R12_20250502_102002:50.000-58.000,50.0,58.0,present,1,0.992953360080719,CCMNP-S-R12,20250502_102002,2025-08-15T16:43:52,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102002.wav,,,,,,
CCMNP-S-R12_20250502_102102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102102.wav,CCMNP-S-R12_20250502_102102:0.000-10.000,0.0,10.0,present,1,0.9972186088562012,CCMNP-S-R12,20250502_102102,2025-08-15T16:43:52,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102102.wav,,,,,,
CCMNP-S-R12_20250502_102202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102202.wav,CCMNP-S-R12_20250502_102202:20.000-30.000,20.0,30.0,present,1,0.8937141299247742,CCMNP-S-R12,20250502_102202,2025-08-15T16:43:52,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102202.wav,,,,,,
CCMNP-S-R12_20250502_102202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102202.wav,CCMNP-S-R12_20250502_102202:30.000-40.000,30.0,40.0,present,1,0.9875562787055968,CCMNP-S-R12,20250502_102202,2025-08-15T16:43:52,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102202.wav,,,,,,
CCMNP-S-R12_20250502_102202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102202.wav,CCMNP-S-R12_20250502_102202:40.000-50.000,40.0,50.0,present,1,0.9479641914367676,CCMNP-S-R12,20250502_102202,2025-08-15T16:43:52,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102202.wav,,,,,,
CCMNP-S-R12_20250502_102202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102202.wav,CCMNP-S-R12_20250502_102202:50.000-58.000,50.0,58.0,present,1,0.8406051397323608,CCMNP-S-R12,20250502_102202,2025-08-15T16:43:52,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102202.wav,,,,,,
CCMNP-S-R12_20250502_102302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102302.wav,CCMNP-S-R12_20250502_102302:20.000-30.000,20.0,30.0,present,1,0.910390555858612,CCMNP-S-R12,20250502_102302,2025-08-15T16:43:52,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102302.wav,,,,,,
CCMNP-S-R12_20250502_102402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102402.wav,CCMNP-S-R12_20250502_102402:10.000-20.000,10.0,20.0,present,1,0.742582380771637,CCMNP-S-R12,20250502_102402,2025-08-15T16:43:52,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102402.wav,,,,,,
CCMNP-S-R12_20250502_102402,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102402.wav,CCMNP-S-R12_20250502_102402:50.000-58.000,50.0,58.0,present,1,0.8353978991508484,CCMNP-S-R12,20250502_102402,2025-08-15T16:43:52,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102402.wav,,,,,,
CCMNP-S-R12_20250502_102502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102502.wav,CCMNP-S-R12_20250502_102502:0.000-10.000,0.0,10.0,present,1,0.9623317122459412,CCMNP-S-R12,20250502_102502,2025-08-15T16:43:52,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102502.wav,,,,,,
CCMNP-S-R12_20250502_102502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102502.wav,CCMNP-S-R12_20250502_102502:10.000-20.000,10.0,20.0,present,1,0.954102337360382,CCMNP-S-R12,20250502_102502,2025-08-15T16:43:52,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102502.wav,,,,,,
CCMNP-S-R12_20250502_102502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102502.wav,CCMNP-S-R12_20250502_102502:40.000-50.000,40.0,50.0,present,1,0.938792884349823,CCMNP-S-R12,20250502_102502,2025-08-15T16:43:52,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102502.wav,,,,,,
CCMNP-S-R12_20250502_102602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102602.wav,CCMNP-S-R12_20250502_102602:20.000-30.000,20.0,30.0,present,1,0.7624027132987976,CCMNP-S-R12,20250502_102602,2025-08-15T16:43:52,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102602.wav,,,,,,
CCMNP-S-R12_20250502_102602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102602.wav,CCMNP-S-R12_20250502_102602:40.000-50.000,40.0,50.0,present,1,0.964143455028534,CCMNP-S-R12,20250502_102602,2025-08-15T16:43:52,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102602.wav,,,,,,
CCMNP-S-R12_20250502_102602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102602.wav,CCMNP-S-R12_20250502_102602:50.000-58.000,50.0,58.0,present,1,0.9943768382072448,CCMNP-S-R12,20250502_102602,2025-08-15T16:43:52,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102602.wav,,,,,,
CCMNP-S-R12_20250502_102702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102702.wav,CCMNP-S-R12_20250502_102702:30.000-40.000,30.0,40.0,present,1,0.967963933944702,CCMNP-S-R12,20250502_102702,2025-08-15T16:43:52,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102702.wav,,,,,,
CCMNP-S-R12_20250502_102802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102802.wav,CCMNP-S-R12_20250502_102802:20.000-30.000,20.0,30.0,present,1,0.7032874226570129,CCMNP-S-R12,20250502_102802,2025-08-15T16:43:52,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102802.wav,,,,,,
CCMNP-S-R12_20250502_102802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102802.wav,CCMNP-S-R12_20250502_102802:30.000-40.000,30.0,40.0,present,1,0.9868086576461792,CCMNP-S-R12,20250502_102802,2025-08-15T16:43:52,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102802.wav,,,,,,
CCMNP-S-R12_20250502_102802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_102802.wav,CCMNP-S-R12_20250502_102802:40.000-50.000,40.0,50.0,present,1,0.99518221616745,CCMNP-S-R12,20250502_102802,2025-08-15T16:43:52,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_102802.wav,,,,,,
CCMNP-S-R12_20250502_103602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_103602.wav,CCMNP-S-R12_20250502_103602:0.000-10.000,0.0,10.0,present,1,0.9160199761390686,CCMNP-S-R12,20250502_103602,2025-08-15T16:45:50,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_103602.wav,,,,,,
CCMNP-S-R12_20250502_103602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_103602.wav,CCMNP-S-R12_20250502_103602:10.000-20.000,10.0,20.0,present,1,0.9063710570335388,CCMNP-S-R12,20250502_103602,2025-08-15T16:45:50,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_103602.wav,,,,,,
CCMNP-S-R12_20250502_103702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_103702.wav,CCMNP-S-R12_20250502_103702:40.000-50.000,40.0,50.0,present,1,0.7086359858512878,CCMNP-S-R12,20250502_103702,2025-08-15T16:45:52,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_103702.wav,,,,,,
CCMNP-S-R12_20250502_104202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104202.wav,CCMNP-S-R12_20250502_104202:50.000-58.000,50.0,58.0,present,1,0.910680055618286,CCMNP-S-R12,20250502_104202,2025-08-15T16:45:56,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104202.wav,,,,,,
CCMNP-S-R12_20250502_104302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104302.wav,CCMNP-S-R12_20250502_104302:50.000-58.000,50.0,58.0,present,1,0.6375767588615417,CCMNP-S-R12,20250502_104302,2025-08-15T16:45:57,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104302.wav,,,,,,
CCMNP-S-R12_20250502_104502,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104502.wav,CCMNP-S-R12_20250502_104502:0.000-10.000,0.0,10.0,present,1,0.6761884093284607,CCMNP-S-R12,20250502_104502,2025-08-15T16:46:26,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104502.wav,,,,,,
CCMNP-S-R12_20250502_104602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104602.wav,CCMNP-S-R12_20250502_104602:40.000-50.000,40.0,50.0,present,1,0.9184110760688782,CCMNP-S-R12,20250502_104602,2025-08-15T16:46:42,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104602.wav,,,,,,
CCMNP-S-R12_20250502_104602,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104602.wav,CCMNP-S-R12_20250502_104602:50.000-58.000,50.0,58.0,present,1,0.695063054561615,CCMNP-S-R12,20250502_104602,2025-08-15T16:46:42,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104602.wav,,,,,,
CCMNP-S-R12_20250502_104702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104702.wav,CCMNP-S-R12_20250502_104702:0.000-10.000,0.0,10.0,present,1,0.7908354997634888,CCMNP-S-R12,20250502_104702,2025-08-15T16:46:44,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104702.wav,,,,,,
CCMNP-S-R12_20250502_104702,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104702.wav,CCMNP-S-R12_20250502_104702:50.000-58.000,50.0,58.0,present,1,0.9732502102851868,CCMNP-S-R12,20250502_104702,2025-08-15T16:46:44,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104702.wav,,,,,,
CCMNP-S-R12_20250502_104802,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104802.wav,CCMNP-S-R12_20250502_104802:0.000-10.000,0.0,10.0,present,1,0.9963282942771912,CCMNP-S-R12,20250502_104802,2025-08-15T16:46:45,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104802.wav,,,,,,
CCMNP-S-R12_20250502_104902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104902.wav,CCMNP-S-R12_20250502_104902:10.000-20.000,10.0,20.0,present,1,0.9688830375671388,CCMNP-S-R12,20250502_104902,2025-08-15T16:46:45,1,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104902.wav,,,,,,
CCMNP-S-R12_20250502_104902,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_104902.wav,CCMNP-S-R12_20250502_104902:20.000-30.000,20.0,30.0,present,1,0.8209174871444702,CCMNP-S-R12,20250502_104902,2025-08-15T16:46:45,2,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_104902.wav,,,,,,
CCMNP-S-R12_20250502_105002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_105002.wav,CCMNP-S-R12_20250502_105002:0.000-10.000,0.0,10.0,present,1,0.9510506391525269,CCMNP-S-R12,20250502_105002,2025-08-15T16:46:45,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_105002.wav,,,,,,
CCMNP-S-R12_20250502_105002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_105002.wav,CCMNP-S-R12_20250502_105002:30.000-40.000,30.0,40.0,present,1,0.9448522329330444,CCMNP-S-R12,20250502_105002,2025-08-15T16:46:45,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_105002.wav,,,,,,
CCMNP-S-R12_20250502_105002,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_105002.wav,CCMNP-S-R12_20250502_105002:40.000-50.000,40.0,50.0,present,1,0.9243680834770204,CCMNP-S-R12,20250502_105002,2025-08-15T16:46:45,4,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_105002.wav,,,,,,
CCMNP-S-R12_20250502_105102,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_105102.wav,CCMNP-S-R12_20250502_105102:50.000-58.000,50.0,58.0,present,1,0.9987805485725404,CCMNP-S-R12,20250502_105102,2025-08-15T16:46:47,5,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_105102.wav,,,,,,
CCMNP-S-R12_20250502_105202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_105202.wav,CCMNP-S-R12_20250502_105202:0.000-10.000,0.0,10.0,present,1,0.9968417882919312,CCMNP-S-R12,20250502_105202,2025-08-15T16:46:48,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_105202.wav,,,,,,
CCMNP-S-R12_20250502_105202,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_105202.wav,CCMNP-S-R12_20250502_105202:30.000-40.000,30.0,40.0,present,1,0.8600943088531494,CCMNP-S-R12,20250502_105202,2025-08-15T16:46:48,3,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_105202.wav,,,,,,
CCMNP-S-R12_20250502_105302,/Users/alastairpickering/Desktop/gibbon/present_1/present/CCMNP-S-R12_20250502_105302.wav,CCMNP-S-R12_20250502_105302:0.000-10.000,0.0,10.0,present,1,0.91120845079422,CCMNP-S-R12,20250502_105302,2025-08-15T16:46:49,0,,/Users/alastairpickering/gdrive_mount/pileated_gibbon_production/audio/CCMNP-S-R12_20250502_105302.wav,,,,,,
