id,det_prob,start_time,end_time,high_freq,low_freq,class,class_prob,_source_csv,source_file,file_id,file_path,detection_start_s,detection_end_s,species_name,detection_probability,presence_label,detection_id,start_s,end_s,label,score,path
36,0.032,0.3365,0.3754,82235,68437,Rhinolophus ferrumequinum,0.032,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.032,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.032,
37,0.045,0.3375,0.345,56147,48671,Pipistrellus pipistrellus,0.043,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.045,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.045,
38,0.026,0.3395,0.3707,111697,93359,Rhinolophus hipposideros,0.026,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.026,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.026,
39,0.026,0.3595,0.3994,82585,68437,Rhinolophus ferrumequinum,0.026,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.026,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.026,
40,0.029,0.3625,0.3939,111690,93359,Rhinolophus hipposideros,0.029,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.029,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.029,
41,0.037,0.3675,0.3795,29102,23750,Nyctalus leisleri,0.02,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Nyctalus leisleri,0.037,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.037,
42,0.64,0.3695,0.3795,50470,45234,Pipistrellus pipistrellus,0.505,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.64,present,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,present,0.64,
43,0.025,0.3925,0.4261,112226,93359,Rhinolophus hipposideros,0.025,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.025,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.025,
44,0.035,0.4225,0.4548,111756,93359,Rhinolophus hipposideros,0.035,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.035,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.035,
45,0.031,0.4255,0.4626,80858,68437,Rhinolophus ferrumequinum,0.031,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.031,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.031,
46,0.037,0.4435,0.4843,82616,68437,Rhinolophus ferrumequinum,0.037,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.037,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.037,
47,0.03,0.4835,0.5171,111924,93359,Rhinolophus hipposideros,0.03,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.03,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.03,
48,0.03,0.4905,0.5207,111485,93359,Rhinolophus hipposideros,0.03,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.03,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.03,
49,0.028,0.4945,0.5049,39722,26328,Eptesicus serotinus,0.014,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Eptesicus serotinus,0.028,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.028,
50,0.049,0.4985,0.5041,66080,12578,Myotis nattereri,0.043,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Myotis nattereri,0.049,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.049,
51,0.027,0.5085,0.5183,32419,24609,Eptesicus serotinus,0.009,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Eptesicus serotinus,0.027,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.027,
52,0.029,0.5285,0.5699,82887,68437,Rhinolophus ferrumequinum,0.029,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.029,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.029,
53,0.026,0.5435,0.5545,30308,23750,Nyctalus leisleri,0.01,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Nyctalus leisleri,0.026,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.026,
54,0.236,0.5465,0.5558,53063,47812,Pipistrellus pipistrellus,0.228,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.236,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.236,
55,0.029,0.5615,0.594,111857,93359,Rhinolophus hipposideros,0.029,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.029,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.029,
56,0.659,0.5675,0.5779,50863,45234,Pipistrellus pipistrellus,0.524,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.659,present,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,present,0.659,
57,0.029,0.5695,0.5783,44520,32343,Eptesicus serotinus,0.01,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Eptesicus serotinus,0.029,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.029,
58,0.114,0.5895,0.6067,21690,16875,Nyctalus noctula,0.076,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Nyctalus noctula,0.114,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.114,
59,0.071,0.5975,0.609,24812,18593,Nyctalus noctula,0.026,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Nyctalus noctula,0.071,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.071,
60,0.027,0.6015,0.6336,111875,93359,Rhinolophus hipposideros,0.027,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.027,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.027,
61,0.08,0.6055,0.6151,27290,18593,Plecotus austriacus,0.021,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Plecotus austriacus,0.08,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.08,
62,0.193,0.6055,0.6151,42115,36640,Nyctalus leisleri,0.115,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Nyctalus leisleri,0.193,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.193,
63,0.031,0.6145,0.6222,26057,15156,Plecotus auritus,0.02,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Plecotus auritus,0.031,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.031,
64,0.034,0.6245,0.635,27191,22890,Nyctalus leisleri,0.015,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Nyctalus leisleri,0.034,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.034,
65,0.029,0.6255,0.6589,112249,93359,Rhinolophus hipposideros,0.029,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.029,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.029,
66,0.026,0.6355,0.6667,111606,93359,Rhinolophus hipposideros,0.026,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.026,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.026,
67,0.031,0.6455,0.6839,81831,68437,Rhinolophus ferrumequinum,0.031,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.031,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.031,
68,0.033,0.6705,0.6777,40785,29765,Eptesicus serotinus,0.008,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Eptesicus serotinus,0.033,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.033,
69,0.026,0.6875,0.6988,35572,28906,Eptesicus serotinus,0.012,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Eptesicus serotinus,0.026,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.026,
70,0.031,0.7085,0.7394,111390,93359,Rhinolophus hipposideros,0.031,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.031,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.031,
71,0.039,0.7225,0.7342,39542,34062,Nyctalus leisleri,0.009,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Nyctalus leisleri,0.039,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.039,
72,0.034,0.7295,0.7603,111642,93359,Rhinolophus hipposideros,0.034,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.034,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.034,
73,0.617,0.7615,0.7715,50542,45234,Pipistrellus pipistrellus,0.493,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.617,present,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,present,0.617,
74,0.035,0.7645,0.8022,81055,68437,Rhinolophus ferrumequinum,0.035,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.035,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.035,
75,0.031,0.7665,0.7982,111356,93359,Rhinolophus hipposideros,0.031,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.031,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.031,
76,0.031,0.7715,0.8027,111414,93359,Rhinolophus hipposideros,0.031,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.031,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.031,
77,0.317,0.7875,0.7943,54513,49531,Pipistrellus pipistrellus,0.266,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.317,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.317,
78,0.031,0.7875,0.7977,32627,24609,Nyctalus leisleri,0.011,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Nyctalus leisleri,0.031,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.031,
79,0.026,0.8085,0.8395,111878,93359,Rhinolophus hipposideros,0.026,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.026,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.026,
80,0.027,0.8105,0.8499,82263,68437,Rhinolophus ferrumequinum,0.027,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.027,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.027,
81,0.033,0.8285,0.8596,111401,93359,Rhinolophus hipposideros,0.033,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.033,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.033,
82,0.026,0.8405,0.8818,83078,68437,Rhinolophus ferrumequinum,0.026,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.026,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.026,
83,0.66,0.8515,0.8584,53048,45234,Pipistrellus pipistrellus,0.635,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.66,present,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,present,0.66,
84,0.03,0.8525,0.8845,110821,93359,Rhinolophus hipposideros,0.03,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.03,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.03,
85,0.025,0.8795,0.9108,111547,93359,Rhinolophus hipposideros,0.025,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.025,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.025,
86,0.152,0.9055,0.9164,51473,47812,Pipistrellus pipistrellus,0.138,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Pipistrellus pipistrellus,0.152,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.152,
87,0.027,0.9165,0.9486,111975,93359,Rhinolophus hipposideros,0.027,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.027,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.027,
88,0.033,0.9325,0.9656,111632,93359,Rhinolophus hipposideros,0.033,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.033,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.033,
89,0.194,0.9465,0.956,26640,17734,Nyctalus noctula,0.05,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Nyctalus noctula,0.194,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.194,
90,0.026,0.9465,0.978,111652,93359,Rhinolophus hipposideros,0.026,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.026,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.026,
91,0.029,0.9535,0.9865,112073,93359,Rhinolophus hipposideros,0.029,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.029,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.029,
92,0.025,0.9705,1.0113,82384,68437,Rhinolophus ferrumequinum,0.025,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus ferrumequinum,0.025,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.025,
93,0.032,0.9735,0.9825,28131,22031,Plecotus austriacus,0.014,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Plecotus austriacus,0.032,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.032,
94,0.029,0.9875,0.9977,38981,28906,Eptesicus serotinus,0.012,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Eptesicus serotinus,0.029,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.029,
95,0.029,0.9945,1.028,111936,93359,Rhinolophus hipposideros,0.029,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/predictions/00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,00071_pipistrellus_pipistrellus_0_1.0.wav.csv,,,,Rhinolophus hipposideros,0.029,absent,00071_pipistrellus_pipistrellus_0_1.0.wav.csv#nan-nan,,,absent,0.029,
