source_file,start_s,end_s,label,score,class,class_prob,det_prob,high_freq,low_freq,path,te_factor
00091_myotis_daubentonii_0_1.0.wav,0.1605,0.166,present,0.777,Myotis nattereri,0.579,0.777,77176,26328,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00091_myotis_daubentonii_0_1.0.wav,1.0
00091_myotis_daubentonii_0_1.0.wav,0.2565,0.2618,present,0.763,Myotis nattereri,0.551,0.763,75211,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00091_myotis_daubentonii_0_1.0.wav,1.0
00091_myotis_daubentonii_0_1.0.wav,0.3325,0.337,present,0.757,Myotis nattereri,0.618,0.757,74295,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00091_myotis_daubentonii_0_1.0.wav,1.0
00091_myotis_daubentonii_0_1.0.wav,0.4295,0.4344,present,0.756,Myotis nattereri,0.602,0.756,70787,24609,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00091_myotis_daubentonii_0_1.0.wav,1.0
00091_myotis_daubentonii_0_1.0.wav,0.6305,0.6352,present,0.793,Myotis nattereri,0.578,0.793,73409,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00091_myotis_daubentonii_0_1.0.wav,1.0
00091_myotis_daubentonii_0_1.0.wav,0.7155,0.7197,present,0.707,Myotis nattereri,0.59,0.707,66106,26328,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00091_myotis_daubentonii_0_1.0.wav,1.0
00092_myotis_daubentonii_0_1.0.wav,0.0715,0.0769,present,0.623,Myotis daubentonii,0.519,0.623,64728,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00092_myotis_daubentonii_0_1.0.wav,1.0
00092_myotis_daubentonii_0_1.0.wav,0.2955,0.3018,present,0.677,Myotis daubentonii,0.521,0.677,81025,26328,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00092_myotis_daubentonii_0_1.0.wav,1.0
00092_myotis_daubentonii_0_1.0.wav,0.3605,0.3668,present,0.698,Myotis daubentonii,0.523,0.698,79852,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00092_myotis_daubentonii_0_1.0.wav,1.0
00092_myotis_daubentonii_0_1.0.wav,0.4295,0.4357,present,0.672,Myotis daubentonii,0.549,0.672,88998,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00092_myotis_daubentonii_0_1.0.wav,1.0
00092_myotis_daubentonii_0_1.0.wav,0.4955,0.5023,present,0.631,Myotis daubentonii,0.535,0.631,84773,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00092_myotis_daubentonii_0_1.0.wav,1.0
00092_myotis_daubentonii_0_1.0.wav,0.6525,0.6593,present,0.739,Myotis daubentonii,0.644,0.739,91920,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00092_myotis_daubentonii_0_1.0.wav,1.0
00092_myotis_daubentonii_0_1.0.wav,0.6955,0.7028,present,0.736,Myotis daubentonii,0.58,0.736,85906,24609,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00092_myotis_daubentonii_0_1.0.wav,1.0
00092_myotis_daubentonii_0_1.0.wav,0.7625,0.7696,present,0.713,Myotis daubentonii,0.555,0.713,92792,23750,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00092_myotis_daubentonii_0_1.0.wav,1.0
00092_myotis_daubentonii_0_1.0.wav,0.8405,0.8474,present,0.68,Myotis daubentonii,0.527,0.68,91222,24609,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00092_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.0825,0.0872,present,0.57,Myotis daubentonii,0.538,0.57,71230,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.1895,0.1945,present,0.618,Myotis daubentonii,0.576,0.618,71933,35781,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.2525,0.258,present,0.661,Myotis daubentonii,0.625,0.661,71702,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.3075,0.3129,present,0.623,Myotis daubentonii,0.594,0.623,77269,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.3365,0.342,present,0.665,Myotis daubentonii,0.636,0.665,77330,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.3725,0.3773,present,0.654,Myotis daubentonii,0.59,0.654,64339,35781,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.4275,0.4327,present,0.7,Myotis daubentonii,0.664,0.7,66191,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.4435,0.4488,present,0.664,Myotis daubentonii,0.625,0.664,67794,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.4595,0.4647,present,0.651,Myotis daubentonii,0.621,0.651,77608,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.5115,0.5168,present,0.551,Myotis daubentonii,0.514,0.551,72519,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.5375,0.5419,present,0.619,Myotis daubentonii,0.577,0.619,65986,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.5815,0.5866,present,0.583,Myotis daubentonii,0.545,0.583,67696,35781,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.6075,0.6118,present,0.574,Myotis daubentonii,0.524,0.574,68399,35781,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.6665,0.6711,present,0.581,Myotis daubentonii,0.552,0.581,70081,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.6795,0.6848,present,0.612,Myotis daubentonii,0.584,0.612,71341,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.7545,0.7595,present,0.56,Myotis daubentonii,0.531,0.56,72776,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.7685,0.7737,present,0.65,Myotis daubentonii,0.613,0.65,69316,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.8065,0.8116,present,0.644,Myotis daubentonii,0.611,0.644,68607,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.8255,0.8316,present,0.667,Myotis daubentonii,0.645,0.667,77117,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.8445,0.8509,present,0.564,Myotis daubentonii,0.543,0.564,81421,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.8915,0.8977,present,0.648,Myotis daubentonii,0.618,0.648,80221,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00095_myotis_daubentonii_0_1.0.wav,0.9505,0.9559,present,0.607,Myotis daubentonii,0.582,0.607,80494,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00095_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.1125,0.1172,present,0.63,Myotis daubentonii,0.582,0.63,50451,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.1725,0.1767,present,0.625,Myotis daubentonii,0.562,0.625,49437,34921,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.2305,0.2352,present,0.545,Myotis daubentonii,0.503,0.545,56818,35781,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.2945,0.2991,present,0.591,Myotis daubentonii,0.544,0.591,55721,37500,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.3625,0.3666,present,0.597,Myotis daubentonii,0.544,0.597,52635,39218,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.4185,0.4391,present,0.595,Nyctalus leisleri,0.546,0.595,31251,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.5685,0.5728,present,0.583,Myotis daubentonii,0.533,0.583,55193,36640,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.6305,0.6349,present,0.6,Myotis daubentonii,0.561,0.6,50684,35781,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.6635,0.6685,present,0.697,Myotis daubentonii,0.663,0.697,65984,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.6965,0.7012,present,0.724,Myotis daubentonii,0.689,0.724,63246,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.7335,0.7388,present,0.688,Myotis daubentonii,0.646,0.688,66592,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.7975,0.8031,present,0.642,Myotis daubentonii,0.621,0.642,70835,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.8255,0.8313,present,0.707,Myotis daubentonii,0.688,0.707,73479,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.8845,0.89,present,0.693,Myotis daubentonii,0.665,0.693,73729,34062,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00096_myotis_daubentonii_0_1.0.wav,0.9455,0.9508,present,0.674,Myotis daubentonii,0.656,0.674,74348,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00096_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.0325,0.0394,present,0.644,Myotis daubentonii,0.602,0.644,91398,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.1155,0.1211,present,0.599,Myotis daubentonii,0.555,0.599,89418,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.2005,0.2075,present,0.62,Myotis daubentonii,0.592,0.62,89761,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.2825,0.289,present,0.662,Myotis daubentonii,0.608,0.662,89396,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.3645,0.3712,present,0.587,Myotis daubentonii,0.56,0.587,86499,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.4485,0.4542,present,0.607,Myotis daubentonii,0.582,0.607,81638,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.5305,0.537,present,0.555,Myotis daubentonii,0.516,0.555,85676,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.6125,0.6194,present,0.606,Myotis daubentonii,0.581,0.606,86268,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.6975,0.7031,present,0.589,Myotis daubentonii,0.557,0.589,80698,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.8475,0.8544,present,0.671,Myotis daubentonii,0.653,0.671,91528,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00098_myotis_daubentonii_0_1.0.wav,0.9225,0.9289,present,0.61,Myotis daubentonii,0.581,0.61,87437,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00098_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.0575,0.0636,present,0.657,Myotis daubentonii,0.629,0.657,82541,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.1265,0.1325,present,0.596,Myotis daubentonii,0.552,0.596,79566,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.1925,0.1989,present,0.553,Myotis daubentonii,0.522,0.553,73002,32343,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.2585,0.2641,present,0.627,Myotis daubentonii,0.578,0.627,69255,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.3945,0.4011,present,0.613,Myotis daubentonii,0.575,0.613,78081,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.4665,0.4726,present,0.692,Myotis daubentonii,0.65,0.692,83738,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.5335,0.5396,present,0.63,Myotis daubentonii,0.599,0.63,85209,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.5985,0.6062,present,0.638,Myotis daubentonii,0.62,0.638,90465,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.6655,0.6724,present,0.719,Myotis daubentonii,0.69,0.719,85681,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.7345,0.7419,present,0.648,Myotis daubentonii,0.621,0.648,89544,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.8055,0.8116,present,0.64,Myotis daubentonii,0.594,0.64,83777,30625,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.8765,0.883,present,0.63,Myotis daubentonii,0.58,0.63,88013,31484,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.9275,0.9341,present,0.683,Myotis daubentonii,0.665,0.683,82949,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00099_myotis_daubentonii_0_1.0.wav,0.9865,0.9935,present,0.695,Myotis daubentonii,0.677,0.695,83248,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00099_myotis_daubentonii_0_1.0.wav,1.0
00100_myotis_daubentonii_0_1.0.wav,0.0255,0.0328,present,0.716,Myotis daubentonii,0.698,0.716,87612,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00100_myotis_daubentonii_0_1.0.wav,1.0
00100_myotis_daubentonii_0_1.0.wav,0.1095,0.117,present,0.713,Myotis daubentonii,0.696,0.713,87272,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00100_myotis_daubentonii_0_1.0.wav,1.0
00100_myotis_daubentonii_0_1.0.wav,0.1965,0.2037,present,0.785,Myotis daubentonii,0.772,0.785,85105,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00100_myotis_daubentonii_0_1.0.wav,1.0
00100_myotis_daubentonii_0_1.0.wav,0.2935,0.3007,present,0.713,Myotis daubentonii,0.697,0.713,86024,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00100_myotis_daubentonii_0_1.0.wav,1.0
00100_myotis_daubentonii_0_1.0.wav,0.3815,0.3887,present,0.719,Myotis daubentonii,0.706,0.719,85865,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00100_myotis_daubentonii_0_1.0.wav,1.0
00100_myotis_daubentonii_0_1.0.wav,0.4745,0.4816,present,0.691,Myotis daubentonii,0.678,0.691,77578,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00100_myotis_daubentonii_0_1.0.wav,1.0
00100_myotis_daubentonii_0_1.0.wav,0.5625,0.5698,present,0.678,Myotis daubentonii,0.664,0.678,81229,26328,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00100_myotis_daubentonii_0_1.0.wav,1.0
00100_myotis_daubentonii_0_1.0.wav,0.6555,0.6626,present,0.727,Myotis daubentonii,0.718,0.727,79714,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00100_myotis_daubentonii_0_1.0.wav,1.0
00100_myotis_daubentonii_0_1.0.wav,0.9445,0.9508,present,0.694,Myotis daubentonii,0.681,0.694,75057,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00100_myotis_daubentonii_0_1.0.wav,1.0
00101_myotis_daubentonii_0_1.0.wav,0.2765,0.2818,present,0.605,Myotis daubentonii,0.5,0.605,70017,33203,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00101_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.0065,0.0111,present,0.577,Myotis daubentonii,0.562,0.577,54711,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.1565,0.1623,present,0.635,Myotis daubentonii,0.623,0.635,68664,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.2695,0.2748,present,0.643,Myotis daubentonii,0.624,0.643,62582,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.3045,0.3104,present,0.574,Myotis daubentonii,0.559,0.574,63486,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.3395,0.3461,present,0.648,Myotis daubentonii,0.639,0.648,74426,26328,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.3795,0.3857,present,0.701,Myotis daubentonii,0.679,0.701,74985,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.4005,0.4075,present,0.701,Myotis daubentonii,0.69,0.701,75229,26328,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.4525,0.4594,present,0.677,Myotis daubentonii,0.665,0.677,76629,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.4725,0.4791,present,0.704,Myotis daubentonii,0.695,0.704,74789,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.4905,0.4975,present,0.661,Myotis daubentonii,0.649,0.661,77579,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.5315,0.5391,present,0.655,Myotis daubentonii,0.645,0.655,79196,25468,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.5955,0.6018,present,0.649,Myotis daubentonii,0.637,0.649,77458,26328,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.6145,0.621,present,0.699,Myotis daubentonii,0.691,0.699,80425,26328,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.6635,0.6708,present,0.661,Myotis daubentonii,0.654,0.661,78503,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.6845,0.6907,present,0.683,Myotis daubentonii,0.674,0.683,78658,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.7345,0.7415,present,0.63,Myotis daubentonii,0.623,0.63,82606,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.7955,0.8028,present,0.673,Myotis daubentonii,0.664,0.673,83974,28906,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.8595,0.8666,present,0.521,Myotis daubentonii,0.513,0.521,80672,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00104_myotis_daubentonii_0_1.0.wav,0.9265,0.9334,present,0.626,Myotis daubentonii,0.617,0.626,80380,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00104_myotis_daubentonii_0_1.0.wav,1.0
00105_myotis_daubentonii_0_1.0.wav,0.0495,0.0549,present,0.618,Myotis daubentonii,0.564,0.618,75900,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00105_myotis_daubentonii_0_1.0.wav,1.0
00105_myotis_daubentonii_0_1.0.wav,0.1235,0.1295,present,0.715,Myotis daubentonii,0.663,0.715,73338,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00105_myotis_daubentonii_0_1.0.wav,1.0
00105_myotis_daubentonii_0_1.0.wav,0.1985,0.204,present,0.576,Myotis daubentonii,0.527,0.576,73627,29765,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00105_myotis_daubentonii_0_1.0.wav,1.0
00105_myotis_daubentonii_0_1.0.wav,0.2825,0.2888,present,0.666,Myotis daubentonii,0.616,0.666,73216,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00105_myotis_daubentonii_0_1.0.wav,1.0
00105_myotis_daubentonii_0_1.0.wav,0.3655,0.3719,present,0.683,Myotis daubentonii,0.634,0.683,71419,27187,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00105_myotis_daubentonii_0_1.0.wav,1.0
00105_myotis_daubentonii_0_1.0.wav,0.5265,0.532,present,0.691,Myotis daubentonii,0.632,0.691,69486,28046,/Users/alastairpickering/Desktop/Alastair/PhD/bct_1_sec/audio/00105_myotis_daubentonii_0_1.0.wav,1.0
